,pval,edition,source,sourcefile,status,numseqs,pmid,dbd,family,description,species,cellline,entrez,symbol,synonym,refseq,cluster,comment2,comment2.1,comment3,comment4,comment5,datasetid,zscore,seqfactors,seqdbds,seqdatasetid,nmotifs,pssm
MS00443|EMX2,0.5045728269988669,,SELEX,,9,,23332764,Homeodomain Family,,empty spiracles homeobox 2,Homo Sapiens,239FT,2018,EMX2,,NM_001165924|NM_004098,,,,,,,,,,,,,"[[[0.281, 0.226, 0.344, 0.149], [0.153, 0.358, 0.284, 0.205], [0.022, 0.204, 0.010, 0.764], [0.845, 0.112, 0.015, 0.028], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.097, 0.883], [0.970, 0.010, 0.010, 0.010], [0.245, 0.191, 0.475, 0.089], [0.160, 0.350, 0.274, 0.216]]]"
MS00487|HOXA2,0.505162838133883,,SELEX,,9,,23332764,Homeodomain Family,,homeobox A2,Homo Sapiens,293FT,3199,HOXA2,,NM_006735,,,,,,,,,,,,,"[[[0.244, 0.292, 0.264, 0.200], [0.175, 0.378, 0.296, 0.151], [0.087, 0.266, 0.049, 0.598], [0.595, 0.318, 0.066, 0.021], [0.905, 0.035, 0.050, 0.010], [0.010, 0.010, 0.010, 0.970], [0.015, 0.120, 0.010, 0.855], [0.941, 0.014, 0.010, 0.035], [0.244, 0.317, 0.316, 0.123], [0.183, 0.421, 0.227, 0.169]]]"
UP00126|DLX2,0.5072277797017675,,UniPROBE,,9,,18585359,Homeodomain Family,,distal-less homeobox 2,Homo Sapiens,,1746,DLX2,TES-1 TES1,NM_004405,148.0,,,,,,,,,,,,"[[[0.325, 0.287, 0.344, 0.044], [0.268, 0.236, 0.381, 0.115], [0.315, 0.078, 0.310, 0.297], [0.489, 0.091, 0.313, 0.107], [0.011, 0.294, 0.010, 0.685], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.015, 0.010, 0.010, 0.965], [0.010, 0.010, 0.010, 0.970], [0.686, 0.010, 0.294, 0.010], [0.081, 0.370, 0.283, 0.266], [0.296, 0.310, 0.078, 0.316], [0.178, 0.318, 0.081, 0.423], [0.255, 0.436, 0.119, 0.190], [0.618, 0.106, 0.153, 0.123], [0.173, 0.191, 0.451, 0.185]]]"
M00808|PAX1,0.510177346567975,,Transfac,,4,,,Homeodomain Family,,paired box 1,Homo Sapiens,,5075,PAX1,HUP48,NM_006192,334.0,,,,,,,,,,,,"[[[0.010, 0.880, 0.100, 0.010], [0.150, 0.050, 0.010, 0.790], [0.050, 0.010, 0.900, 0.040], [0.050, 0.050, 0.850, 0.050], [0.750, 0.050, 0.150, 0.050], [0.850, 0.010, 0.100, 0.040], [0.150, 0.700, 0.100, 0.050], [0.150, 0.010, 0.010, 0.830], [0.350, 0.500, 0.010, 0.140], [0.750, 0.100, 0.050, 0.100], [0.150, 0.800, 0.010, 0.040]]]"
M00749|SREBF1,0.5113570265298484,,Transfac,,4,,,Helix-Loop-Helix Family,,sterol regulatory element binding transcription factor 1,Homo Sapiens,,6720,SREBF1,SREBP-1c SREBP1 bHLHd1,NM_001005291|NM_004176,284.0,,,,,,,,,,,,"[[[0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.167, 0.490, 0.333, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.833, 0.010, 0.147], [0.970, 0.010, 0.010, 0.010]]]"
M01132|SF1,0.5116519313996313,,Transfac,,4,,"P1481895. New matrix entries., Rel111 Book 0001 (2007)",Cys4 zinc finger of nuclear receptor type,,splicing factor 1,Homo Sapiens,,7536,SF1,BBP D11S636 MBBP ZFM1 ZNF162,NM_001178030|NM_001178031|NM_004630|NM_201995|NM_201997|NM_201998|NR_033649|NR_033650,154.0,,,,,,,,,,,,"[[[0.077, 0.077, 0.077, 0.769], [0.205, 0.077, 0.590, 0.128], [0.615, 0.010, 0.282, 0.093], [0.051, 0.929, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.026, 0.010, 0.010, 0.954], [0.010, 0.053, 0.010, 0.927], [0.026, 0.184, 0.737, 0.053], [0.395, 0.105, 0.316, 0.184]]]"
MS00140|POU3F2,0.5151902468539389,,SELEX,,9,,23332764,Homeodomain Family,,POU class 3 homeobox 2,Homo Sapiens,293FT,5454,POU3F2,,NM_005604,,,,,,,,,,,,,"[[[0.166, 0.280, 0.092, 0.462], [0.477, 0.128, 0.091, 0.304], [0.148, 0.112, 0.049, 0.691], [0.113, 0.025, 0.817, 0.045], [0.299, 0.631, 0.013, 0.057], [0.911, 0.017, 0.027, 0.045], [0.010, 0.010, 0.010, 0.970], [0.781, 0.019, 0.035, 0.165], [0.686, 0.090, 0.032, 0.192], [0.498, 0.040, 0.024, 0.438], [0.097, 0.081, 0.139, 0.683], [0.262, 0.134, 0.068, 0.536], [0.652, 0.085, 0.112, 0.151]]]"
MS00513|HOXD8,0.5175484767285535,,SELEX,,9,,23332764,Homeodomain Family,,homeobox D8,Homo Sapiens,293FT,3234,HOXD8,,NM_019558,,,,,,,,,,,,,"[[[0.354, 0.218, 0.396, 0.032], [0.346, 0.366, 0.087, 0.201], [0.310, 0.063, 0.060, 0.567], [0.735, 0.165, 0.055, 0.045], [0.885, 0.010, 0.010, 0.095], [0.176, 0.028, 0.047, 0.749], [0.059, 0.119, 0.214, 0.608], [0.644, 0.053, 0.055, 0.248], [0.366, 0.083, 0.371, 0.180], [0.230, 0.402, 0.195, 0.173]]]"
MS00770|SOX7,0.5196114271603532,,SELEX,,9,,23332764,High Mobility Group (Box) Family,,SRY (sex determining region Y)-box 7,Homo Sapiens,293FT,83595,SOX7,,NM_031439,,,,,,,,,,,,,"[[[0.249, 0.167, 0.330, 0.254], [0.954, 0.010, 0.018, 0.018], [0.010, 0.010, 0.010, 0.970], [0.054, 0.010, 0.926, 0.010], [0.970, 0.010, 0.010, 0.010], [0.966, 0.010, 0.014, 0.010], [0.010, 0.010, 0.010, 0.970], [0.019, 0.010, 0.243, 0.728], [0.163, 0.077, 0.344, 0.416], [0.010, 0.732, 0.010, 0.248], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.518, 0.462], [0.010, 0.010, 0.010, 0.970], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.061, 0.010, 0.010, 0.919], [0.305, 0.152, 0.319, 0.224]]]"
MA0442|SOX10,0.5202007475304434,,JASPAR,,6,,17916232,High Mobility Group (Box) Family,,SRY (sex determining region Y)-box 10,Homo Sapiens,,6663,SOX10,DOM MGC15649 PCWH WS2E WS4 WS4C,NM_006941,42.0,,,,,,,,,,,,"[[[0.010, 0.864, 0.010, 0.116], [0.364, 0.091, 0.091, 0.454], [0.010, 0.045, 0.182, 0.763], [0.010, 0.010, 0.010, 0.970], [0.010, 0.136, 0.844, 0.010], [0.010, 0.010, 0.045, 0.935]]]"
MS00740|SOX10,0.5219684385799701,,SELEX,,9,,23332764,High Mobility Group (Box) Family,,SRY (sex determining region Y)-box 10,Homo Sapiens,293FT,6663,SOX10,,NM_006941,,,,,,,,,,,,,"[[[0.970, 0.010, 0.010, 0.010], [0.966, 0.010, 0.014, 0.010], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.170, 0.810], [0.034, 0.074, 0.580, 0.312], [0.010, 0.815, 0.010, 0.165], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.010, 0.970]]]"
UP00196|HOXA4,0.5225575746249465,,UniPROBE,,9,,18585359,Homeodomain Family,,homeobox A4,Homo Sapiens,,3201,HOXA4,HOX1 HOX1D,NM_002141,86.0,,,,,,,,,,,,"[[[0.233, 0.173, 0.376, 0.218], [0.388, 0.103, 0.310, 0.199], [0.081, 0.199, 0.073, 0.647], [0.211, 0.230, 0.097, 0.462], [0.557, 0.130, 0.267, 0.046], [0.167, 0.107, 0.046, 0.680], [0.010, 0.081, 0.010, 0.899], [0.923, 0.057, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.057, 0.923], [0.899, 0.010, 0.081, 0.010], [0.679, 0.046, 0.107, 0.168], [0.090, 0.560, 0.116, 0.234], [0.118, 0.090, 0.351, 0.441], [0.100, 0.274, 0.256, 0.370], [0.124, 0.164, 0.534, 0.178]]]"
MS00217|TBX5,0.5225575746249465,,SELEX,,9,,23332764,Transcription Factor T-Domain,,T-box 5,Homo Sapiens,293FT,6910,TBX5,,NM_000192|NM_080717|NM_080718|NM_181486,,,,,,,,,,,,,"[[[0.793, 0.019, 0.102, 0.086], [0.113, 0.087, 0.757, 0.043], [0.010, 0.010, 0.970, 0.010], [0.010, 0.089, 0.010, 0.891], [0.010, 0.010, 0.970, 0.010], [0.083, 0.099, 0.018, 0.800], [0.031, 0.134, 0.539, 0.296], [0.813, 0.010, 0.132, 0.045], [0.377, 0.195, 0.197, 0.231], [0.608, 0.034, 0.048, 0.310], [0.280, 0.038, 0.046, 0.636], [0.267, 0.141, 0.148, 0.444], [0.029, 0.085, 0.021, 0.865], [0.180, 0.500, 0.273, 0.047], [0.842, 0.014, 0.095, 0.049], [0.010, 0.970, 0.010, 0.010], [0.883, 0.010, 0.097, 0.010], [0.010, 0.970, 0.010, 0.010], [0.050, 0.710, 0.105, 0.135], [0.082, 0.103, 0.025, 0.790]]]"
MC00347|STAT4,0.5237356975485403,,Cistrome,,16,,21516110,Stat Protein Family,,signal transducer and activator of transcription 4,Homo Sapiens,Lymphocyte,6775,STAT4,,NM_003151,,,,,,,2689(1/1),-30.7708,(1) STATx|(2) STAT1|(3) STAT3|(4) denovo|(5) STAT1|(6) STAT1|(9) STAT5A|(10) STAT5B,(1)|(2) Stat Protein Family|(3) Stat Protein Family|(4)|(5) Stat Protein Family|(6) Stat Protein Family|(9) Stat Protein Family|(10) Stat Protein Family,,8.0,"[[[0.023, 0.024, 0.015, 0.939], [0.023, 0.013, 0.177, 0.787], [0.359, 0.608, 0.017, 0.017], [0.022, 0.475, 0.160, 0.342], [0.413, 0.059, 0.525, 0.002], [0.214, 0.007, 0.754, 0.024], [0.017, 0.013, 0.836, 0.135], [0.949, 0.018, 0.007, 0.026], [0.951, 0.013, 0.020, 0.016]]]"
MS00665|NR4A2,0.5260913107776514,,SELEX,,9,,23332764,Hormone-nuclear Receptor Family,,"nuclear receptor subfamily 4, group A, member 2",Homo Sapiens,293T,4929,NR4A2,,NM_006186,,,,,,,,,,,,,"[[[0.141, 0.163, 0.146, 0.550], [0.069, 0.250, 0.175, 0.506], [0.096, 0.098, 0.092, 0.714], [0.931, 0.010, 0.038, 0.021], [0.969, 0.010, 0.010, 0.011], [0.970, 0.010, 0.010, 0.010], [0.010, 0.011, 0.876, 0.103], [0.010, 0.014, 0.965, 0.011], [0.010, 0.016, 0.060, 0.914], [0.010, 0.959, 0.010, 0.021], [0.930, 0.010, 0.050, 0.010]]]"
UP00181|BARX1,0.5269744350422335,,UniPROBE,,9,,18585359,Homeodomain Family,,BARX homeobox 1,Homo Sapiens,,56033,BARX1,-,NM_021570,148.0,,,,,,,,,,,,"[[[0.504, 0.265, 0.087, 0.144], [0.487, 0.235, 0.116, 0.162], [0.529, 0.057, 0.385, 0.029], [0.182, 0.301, 0.435, 0.082], [0.010, 0.462, 0.010, 0.518], [0.920, 0.054, 0.016, 0.010], [0.966, 0.014, 0.010, 0.010], [0.010, 0.010, 0.014, 0.966], [0.010, 0.016, 0.054, 0.920], [0.518, 0.010, 0.462, 0.010], [0.056, 0.388, 0.402, 0.154], [0.029, 0.385, 0.057, 0.529], [0.251, 0.206, 0.296, 0.247], [0.382, 0.230, 0.156, 0.232], [0.559, 0.079, 0.151, 0.211], [0.315, 0.139, 0.081, 0.465]]]"
UP00242|HOXC8,0.5281517270981813,,UniPROBE,,9,,18585359,Homeodomain Family,,homeobox C8,Homo Sapiens,,3224,HOXC8,HOX3 HOX3A,NM_022658,148.0,,,,,,,,,,,,"[[[0.208, 0.225, 0.243, 0.324], [0.281, 0.193, 0.089, 0.437], [0.244, 0.097, 0.411, 0.248], [0.316, 0.098, 0.359, 0.227], [0.286, 0.170, 0.370, 0.174], [0.129, 0.066, 0.562, 0.243], [0.010, 0.077, 0.010, 0.903], [0.913, 0.046, 0.010, 0.031], [0.970, 0.010, 0.010, 0.010], [0.013, 0.010, 0.010, 0.967], [0.037, 0.010, 0.046, 0.907], [0.903, 0.010, 0.077, 0.010], [0.348, 0.334, 0.038, 0.280], [0.175, 0.370, 0.170, 0.285], [0.206, 0.096, 0.417, 0.281], [0.087, 0.157, 0.166, 0.590]]]"
UP00037|Zfp105,0.5284460120863566,,UniPROBE,,9,,19443739,BetaBetaAlpha-zinc finger Family,,zinc finger protein 105,Mus Musculus,,22646,Zfp105,AW557864,NM_009544,330.0,,,,,,,,,,,,"[[[0.363, 0.183, 0.145, 0.309], [0.420, 0.134, 0.223, 0.223], [0.164, 0.418, 0.052, 0.366], [0.716, 0.118, 0.065, 0.101], [0.884, 0.027, 0.033, 0.056], [0.559, 0.151, 0.033, 0.257], [0.267, 0.403, 0.027, 0.303], [0.940, 0.014, 0.035, 0.011], [0.897, 0.010, 0.036, 0.057], [0.306, 0.516, 0.055, 0.123], [0.881, 0.028, 0.048, 0.043], [0.710, 0.052, 0.040, 0.198], [0.247, 0.125, 0.319, 0.309], [0.430, 0.182, 0.177, 0.211], [0.340, 0.097, 0.355, 0.208]]]"
MS00461|GBX2,0.5302113902694197,,SELEX,,9,,23332764,Homeodomain Family,,gastrulation brain homeobox 2,Homo Sapiens,FT293,2637,GBX2,,NM_001485,,,,,,,,,,,,,"[[[0.035, 0.090, 0.010, 0.865], [0.657, 0.018, 0.038, 0.287], [0.901, 0.020, 0.057, 0.022], [0.055, 0.058, 0.114, 0.773], [0.076, 0.037, 0.090, 0.797], [0.190, 0.018, 0.775, 0.017], [0.241, 0.225, 0.473, 0.061], [0.063, 0.476, 0.260, 0.201], [0.030, 0.711, 0.040, 0.219], [0.765, 0.084, 0.074, 0.077], [0.758, 0.107, 0.081, 0.054], [0.022, 0.055, 0.019, 0.904], [0.178, 0.020, 0.020, 0.782], [0.881, 0.010, 0.063, 0.046]]]"
M01229|GTF2IRD1,0.5325642983923186,,Transfac,,4,,15987678,GTF2I Domain Family,,GTF2I repeat domain containing 1,Homo Sapiens,,9569,GTF2IRD1,BEN CREAM1 GTF3 MUSTRD1 RBAP2 WBS WBSCR11 WBSCR12 hMusTRD1alpha1,NM_005685|NM_016328,29.0,,,,,,,,,,,,"[[[0.034, 0.172, 0.552, 0.242], [0.267, 0.067, 0.656, 0.010], [0.010, 0.010, 0.970, 0.010], [0.967, 0.010, 0.010, 0.013], [0.033, 0.033, 0.010, 0.924], [0.033, 0.010, 0.010, 0.947], [0.600, 0.010, 0.367, 0.023], [0.033, 0.300, 0.367, 0.300], [0.321, 0.071, 0.571, 0.037]]]"
UP00159|SIX2,0.5328583336219372,,UniPROBE,,9,,18585359,Homeodomain Family,,SIX homeobox 2,Homo Sapiens,,10736,SIX2,-,NM_016932,168.0,,,,,,,,,,,,"[[[0.453, 0.099, 0.291, 0.157], [0.587, 0.117, 0.087, 0.209], [0.192, 0.044, 0.257, 0.507], [0.299, 0.107, 0.519, 0.075], [0.118, 0.041, 0.797, 0.044], [0.010, 0.030, 0.924, 0.036], [0.127, 0.010, 0.853, 0.010], [0.010, 0.010, 0.046, 0.934], [0.942, 0.010, 0.038, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.970, 0.010, 0.010], [0.904, 0.023, 0.054, 0.019], [0.166, 0.505, 0.077, 0.252], [0.253, 0.169, 0.289, 0.289], [0.337, 0.081, 0.059, 0.523], [0.234, 0.269, 0.215, 0.282], [0.172, 0.084, 0.224, 0.520]]]"
M00712|MYOG,0.5366791019322262,,Transfac,,4,,P1481859. New TRANSFAC MATRIX entries Book 3 0001 (2002),Helix-Loop-Helix Family,,myogenin (myogenic factor 4),Homo Sapiens,,4656,MYOG,MYF4 MYOGENIN bHLHc3,NM_002479,102.0,,,,,,,,,,,,"[[[0.444, 0.010, 0.536, 0.010], [0.222, 0.222, 0.546, 0.010], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.889, 0.091], [0.010, 0.444, 0.444, 0.102], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.970, 0.010]]]"
MS00759|SOX21,0.5387350608277952,,SELEX,,9,,23332764,High Mobility Group (Box) Family,,SRY (sex determining region Y)-box 21,Homo Sapiens,293T,11166,SOX21,,NM_007084,,,,,,,,,,,,,"[[[0.023, 0.010, 0.014, 0.953], [0.010, 0.010, 0.970, 0.010], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.038, 0.010, 0.755, 0.197], [0.128, 0.091, 0.377, 0.404], [0.012, 0.329, 0.010, 0.649], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.308, 0.672], [0.010, 0.010, 0.010, 0.970], [0.010, 0.970, 0.010, 0.010], [0.959, 0.010, 0.021, 0.010]]]"
MC00370|Npas4,0.5416703364865824,,Cistrome,,16,,20393465,Helix-Loop-Helix Family,,neuronal PAS domain protein 4,Mus Musculus,Cortical Neuron,225872,Npas4,,NM_153553,,,,,,,3371(1/1),-36.2486,(1) denovo|(2) denovo|(3) denovo,(1)|(2)|(3),,3.0,"[[[0.196, 0.030, 0.214, 0.560], [0.028, 0.927, 0.018, 0.028], [0.938, 0.031, 0.012, 0.018], [0.009, 0.969, 0.008, 0.013], [0.008, 0.014, 0.953, 0.025], [0.916, 0.024, 0.030, 0.031], [0.230, 0.309, 0.163, 0.299]]]"
UP00113|HOXC4,0.5434304221483949,,UniPROBE,,9,,18585359,Homeodomain Family,,homeobox C4,Homo Sapiens,,3221,HOXC4,HOX3 HOX3E cp19,NM_014620|NM_153633,86.0,,,,,,,,,,,,"[[[0.141, 0.692, 0.097, 0.070], [0.217, 0.204, 0.433, 0.146], [0.357, 0.354, 0.125, 0.164], [0.443, 0.143, 0.256, 0.158], [0.106, 0.077, 0.059, 0.758], [0.020, 0.060, 0.010, 0.910], [0.940, 0.040, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.040, 0.940], [0.920, 0.010, 0.060, 0.010], [0.759, 0.059, 0.077, 0.105], [0.112, 0.362, 0.222, 0.304], [0.353, 0.204, 0.178, 0.265], [0.526, 0.238, 0.150, 0.086], [0.263, 0.242, 0.162, 0.333], [0.296, 0.258, 0.200, 0.246]]]"
UP00044|Mafk,0.5443101477385436,,UniPROBE,,9,,19443739,Leucine Zipper Family,,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)",Mus Musculus,,17135,Mafk,AW061068 NF-E2 Nfe2u,NM_010757,245.0,,,,,,,,,,,,"[[[0.246, 0.193, 0.199, 0.362], [0.489, 0.079, 0.157, 0.275], [0.745, 0.026, 0.102, 0.127], [0.678, 0.031, 0.064, 0.227], [0.622, 0.037, 0.035, 0.306], [0.395, 0.101, 0.123, 0.381], [0.040, 0.082, 0.010, 0.868], [0.023, 0.010, 0.935, 0.032], [0.109, 0.847, 0.010, 0.034], [0.050, 0.026, 0.010, 0.914], [0.049, 0.010, 0.822, 0.119], [0.920, 0.018, 0.017, 0.045], [0.014, 0.717, 0.037, 0.232], [0.148, 0.101, 0.093, 0.658], [0.186, 0.221, 0.169, 0.424]]]"
MS00755|SOX21,0.5498765230057455,,SELEX,,9,,23332764,High Mobility Group (Box) Family,,SRY (sex determining region Y)-box 21,Homo Sapiens,293T,11166,SOX21,,NM_007084,,,,,,,,,,,,,"[[[0.968, 0.010, 0.012, 0.010], [0.863, 0.014, 0.110, 0.013], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.022, 0.010, 0.600, 0.368], [0.121, 0.080, 0.500, 0.299], [0.010, 0.457, 0.010, 0.523], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.661, 0.319], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.010, 0.970], [0.016, 0.046, 0.028, 0.910]]]"
MS00336|NFE2,0.5548486933210472,,SELEX,,9,,23332764,Leucine Zipper Family,,"nuclear factor (erythroid-derived 2), 45kDa",Homo Sapiens,293FT,4778,NFE2,,NM_001136023|NM_006163,,,,,,,,,,,,,"[[[0.297, 0.382, 0.282, 0.039], [0.915, 0.010, 0.065, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.970, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.743, 0.237, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.125, 0.010, 0.855], [0.026, 0.524, 0.269, 0.181]]]"
MS00575|NKX6-1,0.5554331031186696,,SELEX,,9,,23332764,Homeodomain Family,,NK6 homeobox 1,Homo Sapiens,293FT,4825,NKX6-1,,NM_006168,,,,,,,,,,,,,"[[[0.182, 0.314, 0.332, 0.172], [0.010, 0.259, 0.010, 0.721], [0.575, 0.334, 0.010, 0.081], [0.893, 0.081, 0.010, 0.016], [0.010, 0.010, 0.010, 0.970], [0.025, 0.019, 0.010, 0.946], [0.924, 0.011, 0.055, 0.010], [0.655, 0.133, 0.064, 0.148]]]"
MS00679|ONECUT2,0.5566015600174516,,SELEX,,9,,23332764,Homeodomain Family,,one cut homeobox 2,Homo Sapiens,293FT,9480,ONECUT2,,NM_004852,,,,,,,,,,,,,"[[[0.432, 0.187, 0.227, 0.154], [0.573, 0.081, 0.217, 0.129], [0.677, 0.072, 0.107, 0.144], [0.740, 0.049, 0.026, 0.185], [0.935, 0.010, 0.045, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.970, 0.010, 0.010], [0.373, 0.010, 0.607, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.858, 0.030, 0.038, 0.074], [0.484, 0.180, 0.075, 0.261], [0.274, 0.221, 0.100, 0.405]]]"
UP00401|SOX4,0.5589369879708866,,UniPROBE,,9,,19147588,High Mobility Group (Box) Family,,SRY (sex determining region Y)-box 4,Homo Sapiens,,6659,SOX4,EVI16,NM_003107,25.0,,,,,,,,,,,,"[[[0.246, 0.195, 0.229, 0.330], [0.369, 0.168, 0.238, 0.225], [0.308, 0.111, 0.290, 0.291], [0.760, 0.030, 0.162, 0.048], [0.953, 0.010, 0.010, 0.027], [0.010, 0.940, 0.018, 0.032], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.620, 0.010, 0.010, 0.360], [0.145, 0.010, 0.835, 0.010], [0.303, 0.136, 0.545, 0.016], [0.272, 0.331, 0.317, 0.080], [0.298, 0.230, 0.288, 0.184], [0.282, 0.229, 0.159, 0.330]]]"
MS00138|POU3F1,0.564766424291774,,SELEX,,9,,23332764,Homeodomain Family,,POU class 3 homeobox 1,Homo Sapiens,293FT,5453,POU3F1,,NM_002699,,,,,,,,,,,,,"[[[0.354, 0.043, 0.110, 0.493], [0.153, 0.057, 0.039, 0.751], [0.970, 0.010, 0.010, 0.010], [0.017, 0.020, 0.010, 0.953], [0.013, 0.010, 0.893, 0.084], [0.041, 0.592, 0.099, 0.268], [0.560, 0.010, 0.010, 0.420], [0.827, 0.034, 0.044, 0.095], [0.956, 0.010, 0.010, 0.024], [0.088, 0.032, 0.043, 0.837], [0.155, 0.122, 0.251, 0.472], [0.443, 0.141, 0.133, 0.283]]]"
MA0041|FOXD3,0.5731938348621931,,JASPAR,,6,,8139574,Forkhead Domain Family,,forkhead box D3,Homo Sapiens,,27022,FOXD3,AIS1 Genesis HFH2,NM_012183,57.0,,,,,,,,,,,,"[[[0.234, 0.064, 0.553, 0.149], [0.638, 0.043, 0.010, 0.309], [0.511, 0.021, 0.010, 0.458], [0.021, 0.085, 0.010, 0.884], [0.255, 0.010, 0.723, 0.012], [0.010, 0.010, 0.010, 0.970], [0.021, 0.010, 0.010, 0.959], [0.106, 0.010, 0.213, 0.671], [0.298, 0.010, 0.447, 0.245], [0.128, 0.149, 0.010, 0.713], [0.021, 0.043, 0.085, 0.851], [0.010, 0.255, 0.010, 0.725]]]"
MS00829|ESRRA,0.5740638001817144,,SELEX,,9,,23332764,Hormone-nuclear Receptor Family,,estrogen-related receptor alpha,Homo Sapiens,293FT,2101,ESRRA,,NM_004451,,,,,,,,,,,,,"[[[0.136, 0.265, 0.244, 0.355], [0.095, 0.229, 0.122, 0.554], [0.102, 0.607, 0.257, 0.034], [0.875, 0.010, 0.099, 0.016], [0.967, 0.013, 0.010, 0.010], [0.010, 0.010, 0.943, 0.037], [0.010, 0.010, 0.970, 0.010], [0.057, 0.010, 0.057, 0.876], [0.010, 0.874, 0.046, 0.070], [0.857, 0.010, 0.123, 0.010], [0.352, 0.215, 0.100, 0.333]]]"
M01723|SATB1,0.5740638001817144,,Transfac,,4,,"P1481883. New matrix entries., Rel20102 Book 0001 (2010)",Homeodomain Family,,SATB homeobox 1,Homo Sapiens,,6304,SATB1,-,NM_001131010|NM_001195470|NM_002971,322.0,,,,,,,,,,,,"[[[0.625, 0.010, 0.125, 0.240], [0.125, 0.010, 0.375, 0.490], [0.500, 0.010, 0.010, 0.480], [0.625, 0.125, 0.010, 0.240], [0.500, 0.125, 0.010, 0.365], [0.010, 0.010, 0.010, 0.970], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.250, 0.250, 0.010, 0.490], [0.010, 0.010, 0.970, 0.010], [0.605, 0.010, 0.375, 0.010], [0.143, 0.429, 0.010, 0.418], [0.551, 0.429, 0.010, 0.010], [0.143, 0.429, 0.143, 0.285], [0.500, 0.010, 0.010, 0.480], [0.500, 0.010, 0.010, 0.480]]]"
M01268|NR1H4,0.5763819348781538,,Transfac,,4,,"P1481927. New matrix entries., Rel20093 Book 0001 (2009)",Hormone-nuclear Receptor Family,,"nuclear receptor subfamily 1, group H, member 4",Homo Sapiens,,9971,NR1H4,BAR FXR HRR-1 HRR1 MGC163445 RIP14,NM_005123,77.0,,,,,,,,,,,,"[[[0.717, 0.010, 0.263, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.895, 0.085], [0.158, 0.053, 0.053, 0.736], [0.010, 0.895, 0.010, 0.085], [0.970, 0.010, 0.010, 0.010], [0.211, 0.263, 0.158, 0.368]]]"
